favorite_Score,favorite_OffensiveYards,favorite_OffensiveYardsPerPlay,favorite_RushingYards,favorite_RushingYardsPerAttempt,favorite_PassingYards,favorite_PassingYardsPerAttempt,favorite_PassingInterceptionPercentage,favorite_TimesSackedPercentage,favorite_OpponentScore,favorite_OpponentOffensiveYards,favorite_OpponentOffensiveYardsPerPlay,favorite_OpponentRushingYards,favorite_OpponentRushingYardsPerAttempt,favorite_OpponentPassingYards,favorite_OpponentPassingYardsPerAttempt,favorite_OpponentPassingInterceptionPercentage,favorite_OpponentTimesSackedPercentage,favorite_PointDifferential,favorite_TurnoverDifferential,favorite_PenaltyYardDifferential,favorite_TimeOfPossession,underdog_Score,underdog_OffensiveYards,underdog_OffensiveYardsPerPlay,underdog_RushingYards,underdog_RushingYardsPerAttempt,underdog_PassingYards,underdog_PassingYardsPerAttempt,underdog_PassingInterceptionPercentage,underdog_TimesSackedPercentage,underdog_OpponentScore,underdog_OpponentOffensiveYards,underdog_OpponentOffensiveYardsPerPlay,underdog_OpponentRushingYards,underdog_OpponentRushingYardsPerAttempt,underdog_OpponentPassingYards,underdog_OpponentPassingYardsPerAttempt,underdog_OpponentPassingInterceptionPercentage,underdog_OpponentTimesSackedPercentage,underdog_PointDifferential,underdog_TurnoverDifferential,underdog_PenaltyYardDifferential,underdog_TimeOfPossession,did_cover
3,2,1,25,12,1,6,18,3,31,32,32,32,32,31,32,15,29,15,14,20,24,13,9,5,15,11,10,12,24,7,23,29,26,1,1,32,29,11,31,17,12,11,22,True
26,18,18,28,23,8,19,13,6,28,18,23,18,19,20,24,24,30,29,23,16,17,32,24,26,5,5,32,30,32,24,25,20,26,27,23,12,29,31,26,32,31,19,21,True
20,31,29,27,30,24,23,18,29,16,9,9,6,5,18,12,15,13,16,14,14,5,18,12,5,9,8,16,4,10,19,18,10,14,14,13,13,10,25,8,18,16,23,14,False
25,23,18,19,14,18,20,13,12,14,14,14,15,19,15,16,10,1,22,17,32,15,14,20,16,2,1,31,30,13,16,14,16,9,11,7,24,10,29,7,13,17,8,25,False
23,26,21,21,8,22,23,24,18,32,27,18,24,13,26,20,5,10,28,22,25,30,28,30,31,12,23,30,28,31,31,20,8,6,26,19,2,6,20,24,26,29,9,18,True
7,8,5,29,28,6,7,7,7,5,24,26,21,29,23,20,4,27,5,5,4,9,17,3,12,23,18,2,14,7,4,27,13,18,16,23,14,16,25,20,23,30,27,7,True
16,28,26,10,14,29,23,28,27,3,5,4,8,13,8,4,2,10,6,2,22,3,31,32,32,32,32,28,32,30,31,17,12,9,28,19,5,12,1,5,27,17,17,27,True
6,14,4,14,7,12,11,18,2,12,31,30,25,28,28,29,3,22,8,4,2,28,10,16,16,11,12,15,14,6,17,12,17,9,20,7,17,16,19,16,11,8,30,26,False
18,12,5,9,8,16,4,10,19,18,10,14,14,13,13,10,25,8,18,16,23,14,26,18,18,28,23,8,19,13,6,28,18,23,18,19,20,24,24,30,29,23,16,17,True
15,6,10,31,30,3,10,21,10,24,19,25,22,23,19,24,32,16,19,27,24,13,3,2,1,25,12,1,6,18,3,31,32,32,32,32,31,32,15,29,15,14,20,24,False
2,4,5,16,23,5,1,5,1,4,2,1,3,2,3,2,11,2,2,17,6,11,24,25,26,24,21,19,26,27,13,19,23,14,19,13,25,12,13,18,24,12,13,31,True
5,13,14,20,22,9,7,1,28,11,11,9,17,23,11,6,8,4,7,10,7,18,23,26,21,21,8,22,23,24,18,32,27,18,24,13,26,20,5,10,28,22,25,30,True
8,7,14,8,14,11,13,7,9,9,7,6,7,7,16,9,14,6,8,7,15,1,14,20,16,2,1,31,30,13,16,14,16,9,11,7,24,10,29,7,13,17,8,25,False
1,1,10,7,14,4,7,1,5,9,25,23,9,6,29,28,5,20,1,1,10,8,30,29,29,30,23,21,29,21,26,29,30,18,30,11,22,24,20,32,31,21,26,32,False
18,10,21,22,23,7,16,21,14,21,26,30,29,31,21,22,20,25,21,26,1,10,32,24,26,5,5,32,30,32,24,25,20,26,27,23,12,29,31,26,32,31,19,21,True
27,27,25,17,18,26,22,17,19,7,21,14,13,7,27,16,28,10,20,24,3,29,21,19,12,6,4,25,20,28,11,26,22,22,31,30,10,12,20,13,25,27,29,23,True
28,30,31,12,23,30,28,31,31,20,8,6,26,19,2,6,20,24,26,29,9,18,20,31,29,27,30,24,23,18,29,16,9,9,6,5,18,12,15,13,16,14,14,5,False
4,5,1,1,2,20,1,3,21,22,28,26,5,13,30,22,7,28,12,3,28,12,29,15,18,13,8,13,26,10,22,29,15,18,23,13,9,24,29,22,30,31,5,16,True
22,21,21,26,28,14,16,10,14,6,1,1,2,3,1,2,27,8,14,24,18,6,12,22,21,18,18,17,16,24,24,8,6,4,12,11,7,6,15,3,10,11,21,18,False
9,17,5,3,5,27,4,13,23,1,4,6,10,23,6,4,8,18,3,5,12,2,11,11,3,4,3,23,3,3,30,2,3,3,4,3,4,1,15,13,4,8,31,4,True
13,9,5,15,11,10,12,24,7,23,29,26,1,1,32,29,11,31,17,12,11,22,25,23,18,19,14,18,20,13,12,14,14,14,15,19,15,16,10,1,22,17,32,15,False
7,8,5,29,28,6,7,7,7,5,24,26,21,29,23,20,4,27,5,5,4,9,13,9,5,15,11,10,12,24,7,23,29,26,1,1,32,29,11,31,17,12,11,22,False
21,19,12,6,4,25,20,28,11,26,22,22,31,30,10,12,20,13,25,27,29,23,28,30,31,12,23,30,28,31,31,20,8,6,26,19,2,6,20,24,26,29,9,18,True
12,22,21,18,18,17,16,24,24,8,6,4,12,11,7,6,15,3,10,11,21,18,10,16,16,11,12,15,14,6,17,12,17,9,20,7,17,16,19,16,11,8,30,26,True
2,4,5,16,23,5,1,5,1,4,2,1,3,2,3,2,11,2,2,17,6,11,32,24,26,5,5,32,30,32,24,25,20,26,27,23,12,29,31,26,32,31,19,21,True
16,28,26,10,14,29,23,28,27,3,5,4,8,13,8,4,2,10,6,2,22,3,17,3,12,23,18,2,14,7,4,27,13,18,16,23,14,16,25,20,23,30,27,7,False
8,7,14,8,14,11,13,7,9,9,7,6,7,7,16,9,14,6,8,7,15,1,18,10,21,22,23,7,16,21,14,21,26,30,29,31,21,22,20,25,21,26,1,10,False
5,13,14,20,22,9,7,1,28,11,11,9,17,23,11,6,8,4,7,10,7,18,14,20,16,2,1,31,30,13,16,14,16,9,11,7,24,10,29,7,13,17,8,25,False
1,1,10,7,14,4,7,1,5,9,25,23,9,6,29,28,5,20,1,1,10,8,27,27,25,17,18,26,22,17,19,7,21,14,13,7,27,16,28,10,20,24,3,29,True
3,2,1,25,12,1,6,18,3,31,32,32,32,32,31,32,15,29,15,14,20,24,18,12,5,9,8,16,4,10,19,18,10,14,14,13,13,10,25,8,18,16,23,14,False
6,14,4,14,7,12,11,18,2,12,31,30,25,28,28,29,3,22,8,4,2,28,29,15,18,13,8,13,26,10,22,29,15,18,23,13,9,24,29,22,30,31,5,16,True
22,21,21,26,28,14,16,10,14,6,1,1,2,3,1,2,27,8,14,24,18,6,24,25,26,24,21,19,26,27,13,19,23,14,19,13,25,12,13,18,24,12,13,31,True
20,31,29,27,30,24,23,18,29,16,9,9,6,5,18,12,15,13,16,14,14,5,26,18,18,28,23,8,19,13,6,28,18,23,18,19,20,24,24,30,29,23,16,17,False
11,11,3,4,3,23,3,3,30,2,3,3,4,3,4,1,15,13,4,8,31,4,31,32,32,32,32,28,32,30,31,17,12,9,28,19,5,12,1,5,27,17,17,27,False
9,17,5,3,5,27,4,13,23,1,4,6,10,23,6,4,8,18,3,5,12,2,25,23,18,19,14,18,20,13,12,14,14,14,15,19,15,16,10,1,22,17,32,15,False
23,26,21,21,8,22,23,24,18,32,27,18,24,13,26,20,5,10,28,22,25,30,30,29,29,30,23,21,29,21,26,29,30,18,30,11,22,24,20,32,31,21,26,32,True
4,5,1,1,2,20,1,3,21,22,28,26,5,13,30,22,7,28,12,3,28,12,15,6,10,31,30,3,10,21,10,24,19,25,22,23,19,24,32,16,19,27,24,13,True
5,13,14,20,22,9,7,1,28,11,11,9,17,23,11,6,8,4,7,10,7,18,14,20,16,2,1,31,30,13,16,14,16,9,11,7,24,10,29,7,13,17,8,25,True
8,7,14,8,14,11,13,7,9,9,7,6,7,7,16,9,14,6,8,7,15,1,12,22,21,18,18,17,16,24,24,8,6,4,12,11,7,6,15,3,10,11,21,18,True
10,16,16,11,12,15,14,6,17,12,17,9,20,7,17,16,19,16,11,8,30,26,18,10,21,22,23,7,16,21,14,21,26,30,29,31,21,22,20,25,21,26,1,10,True
9,17,5,3,5,27,4,13,23,1,4,6,10,23,6,4,8,18,3,5,12,2,4,5,1,1,2,20,1,3,21,22,28,26,5,13,30,22,7,28,12,3,28,12,True
2,4,5,16,23,5,1,5,1,4,2,1,3,2,3,2,11,2,2,17,6,11,10,16,16,11,12,15,14,6,17,12,17,9,20,7,17,16,19,16,11,8,30,26,False
11,11,3,4,3,23,3,3,30,2,3,3,4,3,4,1,15,13,4,8,31,4,5,13,14,20,22,9,7,1,28,11,11,9,17,23,11,6,8,4,7,10,7,18,True
7,8,5,29,28,6,7,7,7,5,24,26,21,29,23,20,4,27,5,5,4,9,9,17,5,3,5,27,4,13,23,1,4,6,10,23,6,4,8,18,3,5,12,2,False
1,1,10,7,14,4,7,1,5,9,25,23,9,6,29,28,5,20,1,1,10,8,8,7,14,8,14,11,13,7,9,9,7,6,7,7,16,9,14,6,8,7,15,1,True
11,11,3,4,3,23,3,3,30,2,3,3,4,3,4,1,15,13,4,8,31,4,7,8,5,29,28,6,7,7,7,5,24,26,21,29,23,20,4,27,5,5,4,9,False
1,1,10,7,14,4,7,1,5,9,25,23,9,6,29,28,5,20,1,1,10,8,10,16,16,11,12,15,14,6,17,12,17,9,20,7,17,16,19,16,11,8,30,26,False
11,11,3,4,3,23,3,3,30,2,3,3,4,3,4,1,15,13,4,8,31,4,10,16,16,11,12,15,14,6,17,12,17,9,20,7,17,16,19,16,11,8,30,26,False
1,1,1,15,17,1,1,1,1,22,19,15,7,7,27,14,14,17,1,14,27,12,25,29,31,30,32,18,30,28,20,12,12,10,11,4,12,16,12,11,20,22,4,19,True
3,7,10,9,9,10,15,4,9,10,26,15,30,24,18,11,12,6,8,8,2,19,22,19,29,2,14,28,28,18,27,20,10,4,28,23,4,3,2,3,22,12,18,24,False
8,17,9,4,12,26,4,10,32,1,1,1,7,7,1,1,1,5,2,1,30,11,18,26,22,11,14,29,16,16,25,2,2,4,2,12,6,8,5,1,4,6,11,4,True
2,8,3,16,7,5,7,11,4,30,30,32,32,32,15,26,4,25,21,11,20,14,6,10,10,18,27,8,8,24,3,5,3,2,5,12,5,2,7,13,4,13,31,2,False
27,18,24,28,21,11,28,18,16,23,9,3,18,7,8,3,23,18,27,25,26,26,26,27,24,26,17,20,26,23,30,8,21,10,24,18,16,11,9,11,18,18,6,25,False
5,16,7,24,7,14,13,8,8,26,32,29,27,30,30,26,20,31,15,9,16,29,28,28,24,29,29,19,20,32,13,18,8,4,14,4,10,5,14,29,23,31,8,27,True
13,6,7,17,21,3,8,20,2,15,16,22,6,20,23,19,19,28,13,28,29,6,14,13,10,8,2,23,20,25,22,32,31,22,17,12,31,23,29,21,23,28,3,30,True
14,15,15,20,12,17,16,3,5,9,20,22,26,24,13,19,14,9,10,3,1,17,24,23,15,12,5,24,16,30,23,29,22,26,13,7,28,29,31,13,29,27,28,16,False
6,21,20,10,5,24,23,1,19,5,24,19,22,24,25,16,6,8,4,2,13,13,32,31,30,31,31,22,30,25,23,28,27,22,29,18,25,24,25,30,32,23,22,31,True
10,4,5,25,25,2,5,4,7,4,4,10,19,27,2,8,20,4,7,14,21,3,20,14,10,32,24,7,16,15,11,27,28,29,31,31,21,30,28,25,25,24,9,21,True
30,32,31,22,25,32,32,13,27,21,17,19,15,12,17,22,3,23,28,7,25,18,29,25,24,6,9,31,23,31,30,19,11,9,3,1,22,16,24,13,26,30,17,23,False
16,20,15,27,29,12,12,14,18,14,13,10,21,21,9,10,29,27,14,20,7,7,19,22,20,14,17,21,14,20,12,16,14,15,20,12,11,14,20,18,19,14,24,22,False
11,24,10,3,9,30,8,7,29,3,5,8,4,7,7,6,9,21,3,4,14,10,8,3,3,7,4,6,6,17,21,24,25,28,25,27,24,25,25,6,16,19,11,7,True
21,30,24,19,17,27,22,11,13,13,15,18,9,2,19,26,18,2,17,9,19,28,16,12,15,23,27,13,11,29,16,7,6,4,1,2,14,6,8,10,10,17,5,15,False
31,11,22,20,14,15,26,25,10,24,7,10,23,21,3,11,32,18,31,32,32,5,12,5,5,13,21,4,3,8,5,11,23,29,12,27,29,30,25,23,12,20,10,1,False
23,9,15,5,3,16,23,22,13,30,18,26,16,12,20,30,9,13,30,25,23,7,4,2,1,1,1,9,1,4,25,17,29,19,10,4,32,19,14,31,9,4,15,32,False
3,7,10,9,9,10,15,4,9,10,26,15,30,24,18,11,12,6,8,8,2,19,29,25,24,6,9,31,23,31,30,19,11,9,3,1,22,16,24,13,26,30,17,23,False
13,6,7,17,21,3,8,20,2,15,16,22,6,20,23,19,19,28,13,28,29,6,16,12,15,23,27,13,11,29,16,7,6,4,1,2,14,6,8,10,10,17,5,15,False
20,14,10,32,24,7,16,15,11,27,28,29,31,31,21,30,28,25,25,24,9,21,21,30,24,19,17,27,22,11,13,13,15,18,9,2,19,26,18,2,17,9,19,28,True
25,29,31,30,32,18,30,28,20,12,12,10,11,4,12,16,12,11,20,22,4,19,27,18,24,28,21,11,28,18,16,23,9,3,18,7,8,3,23,18,27,25,26,26,True
18,26,22,11,14,29,16,16,25,2,2,4,2,12,6,8,5,1,4,6,11,4,22,19,29,2,14,28,28,18,27,20,10,4,28,23,4,3,2,3,22,12,18,24,False
2,8,3,16,7,5,7,11,4,30,30,32,32,32,15,26,4,25,21,11,20,14,14,13,10,8,2,23,20,25,22,32,31,22,17,12,31,23,29,21,23,28,3,30,False
8,3,3,7,4,6,6,17,21,24,25,28,25,27,24,25,25,6,16,19,11,7,23,9,15,5,3,16,23,22,13,30,18,26,16,12,20,30,9,13,30,25,23,7,True
31,11,22,20,14,15,26,25,10,24,7,10,23,21,3,11,32,18,31,32,32,5,19,22,20,14,17,21,14,20,12,16,14,15,20,12,11,14,20,18,19,14,24,22,False
14,15,15,20,12,17,16,3,5,9,20,22,26,24,13,19,14,9,10,3,1,17,26,27,24,26,17,20,26,23,30,8,21,10,24,18,16,11,9,11,18,18,6,25,False
6,21,20,10,5,24,23,1,19,5,24,19,22,24,25,16,6,8,4,2,13,13,5,16,7,24,7,14,13,8,8,26,32,29,27,30,30,26,20,31,15,9,16,29,False
1,1,1,15,17,1,1,1,1,22,19,15,7,7,27,14,14,17,1,14,27,12,28,28,24,29,29,19,20,32,13,18,8,4,14,4,10,5,14,29,23,31,8,27,True
24,23,15,12,5,24,16,30,23,29,22,26,13,7,28,29,31,13,29,27,28,16,32,31,30,31,31,22,30,25,23,28,27,22,29,18,25,24,25,30,32,23,22,31,True
4,2,1,1,1,9,1,4,25,17,29,19,10,4,32,19,14,31,9,4,15,32,12,5,5,13,21,4,3,8,5,11,23,29,12,27,29,30,25,23,12,20,10,1,False
8,17,9,4,12,26,4,10,32,1,1,1,7,7,1,1,1,5,2,1,30,11,11,24,10,3,9,30,8,7,29,3,5,8,4,7,7,6,9,21,3,4,14,10,True
10,4,5,25,25,2,5,4,7,4,4,10,19,27,2,8,20,4,7,14,21,3,30,32,31,22,25,32,32,13,27,21,17,19,15,12,17,22,3,23,28,7,25,18,False
6,10,10,18,27,8,8,24,3,5,3,2,5,12,5,2,7,13,4,13,31,2,16,20,15,27,29,12,12,14,18,14,13,10,21,21,9,10,29,27,14,20,7,7,True
4,2,1,1,1,9,1,4,25,17,29,19,10,4,32,19,14,31,9,4,15,32,6,21,20,10,5,24,23,1,19,5,24,19,22,24,25,16,6,8,4,2,13,13,False
31,11,22,20,14,15,26,25,10,24,7,10,23,21,3,11,32,18,31,32,32,5,25,29,31,30,32,18,30,28,20,12,12,10,11,4,12,16,12,11,20,22,4,19,False
28,28,24,29,29,19,20,32,13,18,8,4,14,4,10,5,14,29,23,31,8,27,18,26,22,11,14,29,16,16,25,2,2,4,2,12,6,8,5,1,4,6,11,4,False
8,3,3,7,4,6,6,17,21,24,25,28,25,27,24,25,25,6,16,19,11,7,6,10,10,18,27,8,8,24,3,5,3,2,5,12,5,2,7,13,4,13,31,2,False
5,16,7,24,7,14,13,8,8,26,32,29,27,30,30,26,20,31,15,9,16,29,21,30,24,19,17,27,22,11,13,13,15,18,9,2,19,26,18,2,17,9,19,28,True
26,27,24,26,17,20,26,23,30,8,21,10,24,18,16,11,9,11,18,18,6,25,20,14,10,32,24,7,16,15,11,27,28,29,31,31,21,30,28,25,25,24,9,21,True
14,13,10,8,2,23,20,25,22,32,31,22,17,12,31,23,29,21,23,28,3,30,27,18,24,28,21,11,28,18,16,23,9,3,18,7,8,3,23,18,27,25,26,26,False
3,7,10,9,9,10,15,4,9,10,26,15,30,24,18,11,12,6,8,8,2,19,30,32,31,22,25,32,32,13,27,21,17,19,15,12,17,22,3,23,28,7,25,18,True
10,4,5,25,25,2,5,4,7,4,4,10,19,27,2,8,20,4,7,14,21,3,16,12,15,23,27,13,11,29,16,7,6,4,1,2,14,6,8,10,10,17,5,15,True
29,25,24,6,9,31,23,31,30,19,11,9,3,1,22,16,24,13,26,30,17,23,22,19,29,2,14,28,28,18,27,20,10,4,28,23,4,3,2,3,22,12,18,24,True
2,8,3,16,7,5,7,11,4,30,30,32,32,32,15,26,4,25,21,11,20,14,16,20,15,27,29,12,12,14,18,14,13,10,21,21,9,10,29,27,14,20,7,7,True
11,24,10,3,9,30,8,7,29,3,5,8,4,7,7,6,9,21,3,4,14,10,14,15,15,20,12,17,16,3,5,9,20,22,26,24,13,19,14,9,10,3,1,17,False
8,17,9,4,12,26,4,10,32,1,1,1,7,7,1,1,1,5,2,1,30,11,32,31,30,31,31,22,30,25,23,28,27,22,29,18,25,24,25,30,32,23,22,31,True
19,22,20,14,17,21,14,20,12,16,14,15,20,12,11,14,20,18,19,14,24,22,12,5,5,13,21,4,3,8,5,11,23,29,12,27,29,30,25,23,12,20,10,1,False
13,6,7,17,21,3,8,20,2,15,16,22,6,20,23,19,19,28,13,28,29,6,23,9,15,5,3,16,23,22,13,30,18,26,16,12,20,30,9,13,30,25,23,7,True
1,1,1,15,17,1,1,1,1,22,19,15,7,7,27,14,14,17,1,14,27,12,24,23,15,12,5,24,16,30,23,29,22,26,13,7,28,29,31,13,29,27,28,16,False
11,24,10,3,9,30,8,7,29,3,5,8,4,7,7,6,9,21,3,4,14,10,21,30,24,19,17,27,22,11,13,13,15,18,9,2,19,26,18,2,17,9,19,28,True
20,14,10,32,24,7,16,15,11,27,28,29,31,31,21,30,28,25,25,24,9,21,3,7,10,9,9,10,15,4,9,10,26,15,30,24,18,11,12,6,8,8,2,19,False
25,29,31,30,32,18,30,28,20,12,12,10,11,4,12,16,12,11,20,22,4,19,22,19,29,2,14,28,28,18,27,20,10,4,28,23,4,3,2,3,22,12,18,24,False
6,10,10,18,27,8,8,24,3,5,3,2,5,12,5,2,7,13,4,13,31,2,27,18,24,28,21,11,28,18,16,23,9,3,18,7,8,3,23,18,27,25,26,26,False
1,1,1,15,17,1,1,1,1,22,19,15,7,7,27,14,14,17,1,14,27,12,4,2,1,1,1,9,1,4,25,17,29,19,10,4,32,19,14,31,9,4,15,32,True
13,6,7,17,21,3,8,20,2,15,16,22,6,20,23,19,19,28,13,28,29,6,2,8,3,16,7,5,7,11,4,30,30,32,32,32,15,26,4,25,21,11,20,14,True
8,17,9,4,12,26,4,10,32,1,1,1,7,7,1,1,1,5,2,1,30,11,31,11,22,20,14,15,26,25,10,24,7,10,23,21,3,11,32,18,31,32,32,5,True
14,15,15,20,12,17,16,3,5,9,20,22,26,24,13,19,14,9,10,3,1,17,32,31,30,31,31,22,30,25,23,28,27,22,29,18,25,24,25,30,32,23,22,31,True
6,21,20,10,5,24,23,1,19,5,24,19,22,24,25,16,6,8,4,2,13,13,28,28,24,29,29,19,20,32,13,18,8,4,14,4,10,5,14,29,23,31,8,27,True
16,20,15,27,29,12,12,14,18,14,13,10,21,21,9,10,29,27,14,20,7,7,14,13,10,8,2,23,20,25,22,32,31,22,17,12,31,23,29,21,23,28,3,30,False
23,9,15,5,3,16,23,22,13,30,18,26,16,12,20,30,9,13,30,25,23,7,24,23,15,12,5,24,16,30,23,29,22,26,13,7,28,29,31,13,29,27,28,16,True
5,16,7,24,7,14,13,8,8,26,32,29,27,30,30,26,20,31,15,9,16,29,12,5,5,13,21,4,3,8,5,11,23,29,12,27,29,30,25,23,12,20,10,1,False
30,32,31,22,25,32,32,13,27,21,17,19,15,12,17,22,3,23,28,7,25,18,16,12,15,23,27,13,11,29,16,7,6,4,1,2,14,6,8,10,10,17,5,15,False
19,22,20,14,17,21,14,20,12,16,14,15,20,12,11,14,20,18,19,14,24,22,29,25,24,6,9,31,23,31,30,19,11,9,3,1,22,16,24,13,26,30,17,23,True
10,4,5,25,25,2,5,4,7,4,4,10,19,27,2,8,20,4,7,14,21,3,26,27,24,26,17,20,26,23,30,8,21,10,24,18,16,11,9,11,18,18,6,25,True
27,18,24,28,21,11,28,18,16,23,9,3,18,7,8,3,23,18,27,25,26,26,22,19,29,2,14,28,28,18,27,20,10,4,28,23,4,3,2,3,22,12,18,24,True
18,26,22,11,14,29,16,16,25,2,2,4,2,12,6,8,5,1,4,6,11,4,16,12,15,23,27,13,11,29,16,7,6,4,1,2,14,6,8,10,10,17,5,15,False
10,4,5,25,25,2,5,4,7,4,4,10,19,27,2,8,20,4,7,14,21,3,2,8,3,16,7,5,7,11,4,30,30,32,32,32,15,26,4,25,21,11,20,14,True
3,7,10,9,9,10,15,4,9,10,26,15,30,24,18,11,12,6,8,8,2,19,6,10,10,18,27,8,8,24,3,5,3,2,5,12,5,2,7,13,4,13,31,2,False
1,1,1,15,17,1,1,1,1,22,19,15,7,7,27,14,14,17,1,14,27,12,5,16,7,24,7,14,13,8,8,26,32,29,27,30,30,26,20,31,15,9,16,29,False
8,3,3,7,4,6,6,17,21,24,25,28,25,27,24,25,25,6,16,19,11,7,13,6,7,17,21,3,8,20,2,15,16,22,6,20,23,19,19,28,13,28,29,6,True
8,17,9,4,12,26,4,10,32,1,1,1,7,7,1,1,1,5,2,1,30,11,14,15,15,20,12,17,16,3,5,9,20,22,26,24,13,19,14,9,10,3,1,17,False
26,27,24,26,17,20,26,23,30,8,21,10,24,18,16,11,9,11,18,18,6,25,25,29,31,30,32,18,30,28,20,12,12,10,11,4,12,16,12,11,20,22,4,19,False
28,28,24,29,29,19,20,32,13,18,8,4,14,4,10,5,14,29,23,31,8,27,4,2,1,1,1,9,1,4,25,17,29,19,10,4,32,19,14,31,9,4,15,32,False
12,5,5,13,21,4,3,8,5,11,23,29,12,27,29,30,25,23,12,20,10,1,24,23,15,12,5,24,16,30,23,29,22,26,13,7,28,29,31,13,29,27,28,16,False
11,24,10,3,9,30,8,7,29,3,5,8,4,7,7,6,9,21,3,4,14,10,31,11,22,20,14,15,26,25,10,24,7,10,23,21,3,11,32,18,31,32,32,5,True
21,30,24,19,17,27,22,11,13,13,15,18,9,2,19,26,18,2,17,9,19,28,32,31,30,31,31,22,30,25,23,28,27,22,29,18,25,24,25,30,32,23,22,31,True
6,21,20,10,5,24,23,1,19,5,24,19,22,24,25,16,6,8,4,2,13,13,19,22,20,14,17,21,14,20,12,16,14,15,20,12,11,14,20,18,19,14,24,22,True
20,14,10,32,24,7,16,15,11,27,28,29,31,31,21,30,28,25,25,24,9,21,29,25,24,6,9,31,23,31,30,19,11,9,3,1,22,16,24,13,26,30,17,23,False
2,8,3,16,7,5,7,11,4,30,30,32,32,32,15,26,4,25,21,11,20,14,28,28,24,29,29,19,20,32,13,18,8,4,14,4,10,5,14,29,23,31,8,27,False
8,3,3,7,4,6,6,17,21,24,25,28,25,27,24,25,25,6,16,19,11,7,25,29,31,30,32,18,30,28,20,12,12,10,11,4,12,16,12,11,20,22,4,19,False
6,10,10,18,27,8,8,24,3,5,3,2,5,12,5,2,7,13,4,13,31,2,22,19,29,2,14,28,28,18,27,20,10,4,28,23,4,3,2,3,22,12,18,24,False
13,6,7,17,21,3,8,20,2,15,16,22,6,20,23,19,19,28,13,28,29,6,27,18,24,28,21,11,28,18,16,23,9,3,18,7,8,3,23,18,27,25,26,26,True
5,16,7,24,7,14,13,8,8,26,32,29,27,30,30,26,20,31,15,9,16,29,23,9,15,5,3,16,23,22,13,30,18,26,16,12,20,30,9,13,30,25,23,7,True
1,1,1,15,17,1,1,1,1,22,19,15,7,7,27,14,14,17,1,14,27,12,32,31,30,31,31,22,30,25,23,28,27,22,29,18,25,24,25,30,32,23,22,31,False
31,11,22,20,14,15,26,25,10,24,7,10,23,21,3,11,32,18,31,32,32,5,21,30,24,19,17,27,22,11,13,13,15,18,9,2,19,26,18,2,17,9,19,28,False
6,21,20,10,5,24,23,1,19,5,24,19,22,24,25,16,6,8,4,2,13,13,24,23,15,12,5,24,16,30,23,29,22,26,13,7,28,29,31,13,29,27,28,16,True
14,13,10,8,2,23,20,25,22,32,31,22,17,12,31,23,29,21,23,28,3,30,18,26,22,11,14,29,16,16,25,2,2,4,2,12,6,8,5,1,4,6,11,4,False
3,7,10,9,9,10,15,4,9,10,26,15,30,24,18,11,12,6,8,8,2,19,10,4,5,25,25,2,5,4,7,4,4,10,19,27,2,8,20,4,7,14,21,3,True
16,20,15,27,29,12,12,14,18,14,13,10,21,21,9,10,29,27,14,20,7,7,29,25,24,6,9,31,23,31,30,19,11,9,3,1,22,16,24,13,26,30,17,23,True
11,24,10,3,9,30,8,7,29,3,5,8,4,7,7,6,9,21,3,4,14,10,16,12,15,23,27,13,11,29,16,7,6,4,1,2,14,6,8,10,10,17,5,15,True
8,17,9,4,12,26,4,10,32,1,1,1,7,7,1,1,1,5,2,1,30,11,19,22,20,14,17,21,14,20,12,16,14,15,20,12,11,14,20,18,19,14,24,22,False
4,2,1,1,1,9,1,4,25,17,29,19,10,4,32,19,14,31,9,4,15,32,30,32,31,22,25,32,32,13,27,21,17,19,15,12,17,22,3,23,28,7,25,18,True
8,17,9,4,12,26,4,10,32,1,1,1,7,7,1,1,1,5,2,1,30,11,16,12,15,23,27,13,11,29,16,7,6,4,1,2,14,6,8,10,10,17,5,15,True
20,14,10,32,24,7,16,15,11,27,28,29,31,31,21,30,28,25,25,24,9,21,30,32,31,22,25,32,32,13,27,21,17,19,15,12,17,22,3,23,28,7,25,18,True
18,26,22,11,14,29,16,16,25,2,2,4,2,12,6,8,5,1,4,6,11,4,21,30,24,19,17,27,22,11,13,13,15,18,9,2,19,26,18,2,17,9,19,28,True
13,6,7,17,21,3,8,20,2,15,16,22,6,20,23,19,19,28,13,28,29,6,6,10,10,18,27,8,8,24,3,5,3,2,5,12,5,2,7,13,4,13,31,2,False
8,3,3,7,4,6,6,17,21,24,25,28,25,27,24,25,25,6,16,19,11,7,27,18,24,28,21,11,28,18,16,23,9,3,18,7,8,3,23,18,27,25,26,26,True
1,1,1,15,17,1,1,1,1,22,19,15,7,7,27,14,14,17,1,14,27,12,14,15,15,20,12,17,16,3,5,9,20,22,26,24,13,19,14,9,10,3,1,17,False
12,5,5,13,21,4,3,8,5,11,23,29,12,27,29,30,25,23,12,20,10,1,32,31,30,31,31,22,30,25,23,28,27,22,29,18,25,24,25,30,32,23,22,31,True
6,21,20,10,5,24,23,1,19,5,24,19,22,24,25,16,6,8,4,2,13,13,31,11,22,20,14,15,26,25,10,24,7,10,23,21,3,11,32,18,31,32,32,5,False
26,27,24,26,17,20,26,23,30,8,21,10,24,18,16,11,9,11,18,18,6,25,22,19,29,2,14,28,28,18,27,20,10,4,28,23,4,3,2,3,22,12,18,24,False
